type,trade_id,product_id,time,side,price,last_size,sequence,best_bid,best_ask,high_24h,low_24h,volume_24h,volume_30d,open_24h
ticker,44878472,BTC-USD,2018-06-15T20:34:54.356000Z,sell,6479.99000000,0.00500000,6096103506,6479.99,6480,6694.56000000,6445.00000000,7321.5740761,239310.49392225,6655.64000000
ticker,44878474,BTC-USD,2018-06-15T20:35:08.937000Z,sell,6479.99000000,0.00350085,6096106212,6479.99,6480,6694.56000000,6445.00000000,7335.7193249,239326.74856109,6655.64000000
ticker,44878475,BTC-USD,2018-06-15T20:35:08.937000Z,sell,6479.99000000,0.00115000,6096106214,6477.64,6479.59,6694.56000000,6445.00000000,7335.7204749,239326.74971109,6655.64000000
ticker,44878476,BTC-USD,2018-06-15T20:35:14.330000Z,buy,6475.26000000,0.00500000,6096107525,6475.25,6475.26,6694.56000000,6445.00000000,7335.7254749,239326.75471109,6655.64000000
ticker,44878477,BTC-USD,2018-06-15T20:35:14.330000Z,buy,6475.26000000,0.14700000,6096107527,6475.25,6475.26,6694.56000000,6445.00000000,7335.8724749,239326.90171109,6655.64000000
ticker,44878478,BTC-USD,2018-06-15T20:35:26.224000Z,sell,6475.25000000,0.08690000,6096108120,6475.25,6475.26,6694.56000000,6445.00000000,7335.9593749,239326.98861109,6655.64000000
ticker,44878480,BTC-USD,2018-06-15T20:35:31.770000Z,buy,6475.26000000,0.66735377,6096108551,6475.25,6475.26,6694.56000000,6445.00000000,7336.62672867,239327.65596486,6655.64000000
ticker,44878481,BTC-USD,2018-06-15T20:35:32.255000Z,buy,6475.26000000,0.00307944,6096108594,6475.25,6475.26,6694.56000000,6445.00000000,7336.62980811,239327.6590443,6655.64000000
ticker,44878482,BTC-USD,2018-06-15T20:35:36.941000Z,sell,6475.25000000,0.49910000,6096109551,6475.25,6475.26,6694.56000000,6445.00000000,7337.12890811,239328.1581443,6655.64000000
ticker,44878483,BTC-USD,2018-06-15T20:35:48.391000Z,buy,6475.26000000,0.19790000,6096111900,6475.25,6475.26,6694.56000000,6445.00000000,7337.32680811,239328.3560443,6655.64000000
ticker,44878484,BTC-USD,2018-06-15T20:35:53.435000Z,buy,6475.26000000,0.04619161,6096112598,6475.25,6475.26,6694.56000000,6445.00000000,7331.20598005,239328.3447167,6655.64000000
ticker,44878485,BTC-USD,2018-06-15T20:35:54.496000Z,buy,6475.26000000,0.01465085,6096112752,6475.25,6475.26,6694.56000000,6445.00000000,7331.2206309,239328.35936755,6655.64000000
ticker,44878486,BTC-USD,2018-06-15T20:35:59.564000Z,buy,6475.26000000,0.18534915,6096113175,6475.25,6475.26,6694.56000000,6445.00000000,7331.40598005,239328.5447167,6655.64000000
ticker,44878488,BTC-USD,2018-06-15T20:35:59.564000Z,buy,6475.26000000,0.00700000,6096113179,6475.25,6478.1,6694.56000000,6445.00000000,7331.41298005,239328.5517167,6655.64000000
ticker,44878489,BTC-USD,2018-06-15T20:35:59.564000Z,buy,6478.10000000,1.19415085,6096113181,6475.25,6478.1,6694.56000000,6445.00000000,7332.6071309,239329.74586755,6655.64000000
ticker,44878490,BTC-USD,2018-06-15T20:36:12.096000Z,buy,6479.62000000,0.00200000,6096114267,6479.61,6479.62,6694.56000000,6445.00000000,7332.6091309,239329.74786755,6655.64000000
ticker,44878491,BTC-USD,2018-06-15T20:36:12.096000Z,buy,6479.62000000,0.00200000,6096114269,6479.61,6479.62,6694.56000000,6445.00000000,7332.6111309,239329.74986755,6655.64000000
ticker,44878497,BTC-USD,2018-06-15T20:36:12.096000Z,buy,6479.62000000,0.00200000,6096114281,6479.61,6479.62,6694.56000000,6445.00000000,7332.6131309,239329.75186755,6655.64000000
ticker,44878514,BTC-USD,2018-06-15T20:36:12.096000Z,buy,6479.62000000,0.08880000,6096114315,6479.61,6479.62,6694.56000000,6445.00000000,7332.7019309,239329.84066755,6655.64000000
ticker,44878515,BTC-USD,2018-06-15T20:36:19.581000Z,sell,6479.61000000,0.00198229,6096115106,6479.61,6479.62,6694.56000000,6445.00000000,7332.70391319,239329.84264984,6655.64000000
ticker,44878516,BTC-USD,2018-06-15T20:36:24.041000Z,buy,6479.62000000,0.03700000,6096115500,6479.61,6479.62,6694.56000000,6445.00000000,7332.74091319,239329.87964984,6655.64000000
ticker,44878518,BTC-USD,2018-06-15T20:36:25.385000Z,sell,6479.61000000,0.00178000,6096115593,6478.11,6479.54,6694.56000000,6445.00000000,7332.74269319,239329.88142984,6655.64000000
ticker,44878519,BTC-USD,2018-06-15T20:36:25.876000Z,sell,6478.11000000,0.00100000,6096115787,6478.11,6478.12,6694.56000000,6445.00000000,7332.74369319,239329.88242984,6655.64000000
ticker,44878520,BTC-USD,2018-06-15T20:36:25.876000Z,sell,6478.11000000,0.00114000,6096115790,6475.25,6475.26,6694.56000000,6445.00000000,7332.74483319,239329.88356984,6655.64000000
ticker,44878521,BTC-USD,2018-06-15T20:36:35.562000Z,buy,6475.26000000,0.09760000,6096116796,6475.25,6475.26,6694.56000000,6445.00000000,7332.84243319,239329.98116984,6655.64000000
ticker,44878522,BTC-USD,2018-06-15T20:36:48.194000Z,buy,6475.26000000,0.20740000,6096117857,6475.25,6475.26,6694.56000000,6445.00000000,7322.63776977,239328.82636984,6656.18000000
ticker,44878523,BTC-USD,2018-06-15T20:37:00.183000Z,buy,6475.26000000,0.42960000,6096119611,6475.25,6475.26,6694.56000000,6445.00000000,7323.06736977,239329.25596984,6656.18000000
ticker,44878524,BTC-USD,2018-06-15T20:37:11.961000Z,sell,6475.25000000,0.01012481,6096121093,6475.25,6475.26,6694.56000000,6445.00000000,7323.07749458,239329.26609465,6656.18000000
ticker,44878528,BTC-USD,2018-06-15T20:37:11.961000Z,sell,6475.25000000,0.03090000,6096121102,6475.25,6475.26,6694.56000000,6445.00000000,7323.10839458,239329.29699465,6656.18000000
ticker,44878529,BTC-USD,2018-06-15T20:37:11.961000Z,sell,6475.25000000,0.04426757,6096121104,6475.25,6475.26,6694.56000000,6445.00000000,7323.15266215,239329.34126222,6656.18000000
ticker,44878530,BTC-USD,2018-06-15T20:37:17.408000Z,sell,6475.25000000,0.00600000,6096121339,6475.25,6475.26,6694.56000000,6445.00000000,7323.15866215,239329.34726222,6656.18000000
ticker,44878531,BTC-USD,2018-06-15T20:37:24.595000Z,buy,6475.26000000,0.00508793,6096121769,6475.25,6475.26,6694.56000000,6445.00000000,7323.16375008,239329.35235015,6656.18000000
ticker,44878532,BTC-USD,2018-06-15T20:37:24.595000Z,buy,6475.26000000,0.23361207,6096121771,6475.25,6475.26,6694.56000000,6445.00000000,7323.39736215,239329.58596222,6656.18000000
ticker,44878533,BTC-USD,2018-06-15T20:37:29.717000Z,sell,6475.25000000,0.25860129,6096122043,6475.25,6475.26,6694.56000000,6445.00000000,7323.65596344,239329.84456351,6656.18000000
ticker,44878534,BTC-USD,2018-06-15T20:37:29.717000Z,sell,6475.25000000,0.05000000,6096122045,6475.25,6475.26,6694.56000000,6445.00000000,7323.70596344,239329.89456351,6656.18000000
ticker,44878537,BTC-USD,2018-06-15T20:37:29.717000Z,sell,6475.25000000,3.25079919,6096122051,6475.25,6475.26,6694.56000000,6445.00000000,7326.95676263,239333.1453627,6656.18000000
ticker,44878538,BTC-USD,2018-06-15T20:37:29.768000Z,sell,6475.25000000,1.00000000,6096122079,6475.25,6475.26,6694.56000000,6445.00000000,7327.95676263,239334.1453627,6656.18000000
ticker,44878539,BTC-USD,2018-06-15T20:37:29.772000Z,sell,6475.25000000,1.00000000,6096122082,6475.25,6475.26,6694.56000000,6445.00000000,7328.95676263,239335.1453627,6656.18000000
ticker,44878540,BTC-USD,2018-06-15T20:37:29.778000Z,sell,6475.25000000,0.15285317,6096122088,6475.25,6475.26,6694.56000000,6445.00000000,7329.1096158,239335.29821587,6656.18000000
ticker,44878542,BTC-USD,2018-06-15T20:37:29.778000Z,sell,6475.25000000,0.00350086,6096122093,6475,6475.21,6694.56000000,6445.00000000,7329.11311666,239335.30171673,6656.18000000
ticker,44878543,BTC-USD,2018-06-15T20:37:29.790000Z,sell,6475.00000000,0.04448864,6096122105,6471.99,6474.78,6694.56000000,6445.00000000,7329.1576053,239335.34620537,6656.18000000
ticker,44878545,BTC-USD,2018-06-15T20:37:29.881000Z,sell,6471.99000000,0.00193000,6096122202,6468.52,6468.53,6694.56000000,6445.00000000,7329.1595353,239335.34813537,6656.18000000
ticker,44878546,BTC-USD,2018-06-15T20:37:37.307000Z,buy,6468.53000000,0.10120000,6096123601,6468.52,6468.53,6694.56000000,6445.00000000,7321.960873,239328.49041687,6655.01000000
ticker,44878548,BTC-USD,2018-06-15T20:37:46.636000Z,buy,6468.53000000,0.00148000,6096124849,6468.52,6468.53,6694.56000000,6445.00000000,7321.962353,239328.49189687,6655.01000000
ticker,44878549,BTC-USD,2018-06-15T20:37:46.636000Z,buy,6468.53000000,0.00350086,6096124851,6469.41,6470,6694.56000000,6445.00000000,7321.96585386,239328.49539773,6655.01000000
ticker,44878550,BTC-USD,2018-06-15T20:37:46.748000Z,buy,6470.00000000,0.75366317,6096124919,6469.99,6470,6694.56000000,6445.00000000,7322.71951703,239329.2490609,6655.01000000
ticker,44878551,BTC-USD,2018-06-15T20:37:49.985000Z,buy,6470.00000000,0.98810000,6096125397,6469.99,6472.88,6694.56000000,6445.00000000,7323.70761703,239330.2371609,6655.01000000
ticker,44878552,BTC-USD,2018-06-15T20:37:50.265000Z,buy,6472.88000000,0.33660000,6096125524,6472.87,6472.88,6694.56000000,6445.00000000,7324.04421703,239330.5737609,6655.01000000
ticker,44878553,BTC-USD,2018-06-15T20:37:55.603000Z,sell,6475.24000000,0.11000000,6096126715,6475.24,6475.25,6694.56000000,6445.00000000,7324.15421703,239330.6837609,6655.01000000
ticker,44878554,BTC-USD,2018-06-15T20:37:55.888000Z,sell,6475.24000000,0.01044000,6096126757,6475.24,6475.25,6694.56000000,6445.00000000,7324.16465703,239330.6942009,6655.01000000
ticker,44878555,BTC-USD,2018-06-15T20:38:03.167000Z,buy,6475.25000000,0.00200000,6096127408,6475.24,6475.25,6694.56000000,6445.00000000,7324.16665703,239330.6962009,6655.01000000
ticker,44878556,BTC-USD,2018-06-15T20:38:03.167000Z,buy,6475.25000000,0.00200000,6096127410,6475.24,6475.25,6694.56000000,6445.00000000,7324.16865703,239330.6982009,6655.01000000
ticker,44878563,BTC-USD,2018-06-15T20:38:03.167000Z,buy,6476.00000000,0.02000000,6096127424,6475.24,6478.25,6694.56000000,6445.00000000,7324.18865703,239330.7182009,6655.01000000
ticker,44878564,BTC-USD,2018-06-15T20:38:03.167000Z,buy,6478.25000000,0.05709000,6096127426,6478.24,6478.25,6694.56000000,6445.00000000,7324.24574703,239330.7752909,6655.01000000
ticker,44878565,BTC-USD,2018-06-15T20:38:14.684000Z,buy,6480.00000000,0.64180000,6096129005,6479.99,6480,6694.56000000,6445.00000000,7324.88754703,239331.4170909,6655.01000000
ticker,44878566,BTC-USD,2018-06-15T20:38:14.684000Z,sell,6479.99000000,0.00600000,6096129008,6479.99,6480,6694.56000000,6445.00000000,7324.89354703,239331.4230909,6655.01000000
ticker,44878567,BTC-USD,2018-06-15T20:38:27.011000Z,buy,6480.00000000,0.12710000,6096130248,6479.99,6480,6694.56000000,6445.00000000,7327.41362517,239335.9325918,6655.01000000
ticker,44878568,BTC-USD,2018-06-15T20:38:37.698000Z,buy,6480.00000000,0.02745311,6096131511,6479.99,6480,6694.56000000,6445.00000000,7327.44107828,239335.96004491,6655.01000000
ticker,44878569,BTC-USD,2018-06-15T20:38:37.698000Z,buy,6480.00000000,0.04614689,6096131513,6479.99,6480,6694.56000000,6445.00000000,7327.48722517,239336.0061918,6655.01000000
ticker,44878570,BTC-USD,2018-06-15T20:38:47.559000Z,buy,6480.00000000,0.01000000,6096132433,6479.99,6480,6694.56000000,6445.00000000,7327.49722517,239336.0161918,6655.01000000
ticker,44878571,BTC-USD,2018-06-15T20:38:47.559000Z,buy,6480.00000000,0.00160000,6096132435,6479.99,6480,6694.56000000,6445.00000000,7327.49882517,239336.0177918,6655.01000000
ticker,44878573,BTC-USD,2018-06-15T20:38:47.658000Z,buy,6482.17000000,0.00700000,6096132466,6479.99,6483,6694.56000000,6445.00000000,7327.50582517,239336.0247918,6655.01000000
ticker,44878575,BTC-USD,2018-06-15T20:38:47.658000Z,buy,6483.00000000,0.03558000,6096132470,6482.99,6483,6694.56000000,6445.00000000,7327.54140517,239336.0603718,6655.01000000
ticker,44878578,BTC-USD,2018-06-15T20:38:47.935000Z,buy,6483.00000000,0.00162159,6096132589,6482.99,6483,6694.56000000,6445.00000000,7327.54302676,239336.06199339,6655.01000000
ticker,44878580,BTC-USD,2018-06-15T20:38:47.986000Z,buy,6483.00000000,0.00700000,6096132645,6482.99,6485.91,6694.56000000,6445.00000000,7327.55002676,239336.06899339,6655.01000000
ticker,44878581,BTC-USD,2018-06-15T20:38:48.086000Z,buy,6485.91000000,0.58400000,6096132738,6485.9,6485.91,6694.56000000,6445.00000000,7328.13402676,239336.65299339,6655.01000000
ticker,44878583,BTC-USD,2018-06-15T20:38:48.094000Z,buy,6486.57000000,0.00365847,6096132754,6486.56,6486.57,6694.56000000,6445.00000000,7328.13768523,239336.65665186,6655.01000000
ticker,44878584,BTC-USD,2018-06-15T20:38:48.155000Z,buy,6486.57000000,0.00004370,6096132820,6486.56,6487.5,6694.56000000,6445.00000000,7328.13772893,239336.65669556,6655.01000000
ticker,44878585,BTC-USD,2018-06-15T20:38:48.155000Z,buy,6487.50000000,0.00225630,6096132822,6486.56,6487.5,6694.56000000,6445.00000000,7328.13998523,239336.65895186,6655.01000000
ticker,44878587,BTC-USD,2018-06-15T20:38:48.291000Z,buy,6487.50000000,0.00175630,6096132952,6487.49,6487.5,6694.56000000,6445.00000000,7328.14174153,239336.66070816,6655.01000000
ticker,44878590,BTC-USD,2018-06-15T20:38:48.318000Z,buy,6488.98000000,0.07695630,6096132981,6487.49,6488.98,6694.56000000,6445.00000000,7328.21869783,239336.73766446,6655.01000000
ticker,44878595,BTC-USD,2018-06-15T20:38:48.465000Z,buy,6489.00000000,0.92155968,6096133120,6488.98,6489,6694.56000000,6445.00000000,7329.14025751,239337.65922414,6655.01000000
ticker,44878596,BTC-USD,2018-06-15T20:38:49.359000Z,buy,6489.00000000,2.07844032,6096133405,6488.99,6489,6694.56000000,6445.00000000,7331.21869783,239339.73766446,6655.01000000
ticker,44878597,BTC-USD,2018-06-15T20:38:49.359000Z,buy,6489.00000000,0.00161000,6096133407,6488.99,6489,6694.56000000,6445.00000000,7331.22030783,239339.73927446,6655.01000000
ticker,44878598,BTC-USD,2018-06-15T20:38:49.359000Z,buy,6489.00000000,0.00699968,6096133409,6488.99,6489,6694.56000000,6445.00000000,7331.22730751,239339.74627414,6655.01000000
ticker,44878599,BTC-USD,2018-06-15T20:38:49.519000Z,buy,6491.00000000,0.00200000,6096133551,6490.99,6491,6694.56000000,6445.00000000,7331.22930751,239339.74827414,6655.01000000
ticker,44878601,BTC-USD,2018-06-15T20:38:49.592000Z,buy,6491.00000000,0.49800000,6096133578,6490.99,6491.24,6694.56000000,6445.00000000,7331.72730751,239340.24627414,6655.01000000
ticker,44878602,BTC-USD,2018-06-15T20:38:49.772000Z,buy,6491.24000000,0.02500000,6096133614,6490.99,6491.25,6694.56000000,6445.00000000,7331.75230751,239340.27127414,6655.01000000
ticker,44878603,BTC-USD,2018-06-15T20:38:49.772000Z,buy,6491.25000000,0.01370000,6096133616,6490.99,6491.25,6694.56000000,6445.00000000,7331.76600751,239340.28497414,6655.01000000
ticker,44878604,BTC-USD,2018-06-15T20:38:49.777000Z,buy,6491.25000000,0.04448864,6096133629,6491.23,6491.25,6694.56000000,6445.00000000,7331.81049615,239340.32946278,6655.01000000
ticker,44878606,BTC-USD,2018-06-15T20:38:49.783000Z,buy,6492.00000000,0.00369847,6096133648,6492.77,6492.96,6694.56000000,6445.00000000,7331.81419462,239340.33316125,6655.01000000
ticker,44878608,BTC-USD,2018-06-15T20:38:49.855000Z,buy,6493.00000000,0.56900000,6096133728,6493.47,6493.77,6694.56000000,6445.00000000,7332.38319462,239340.90216125,6655.01000000
ticker,44878610,BTC-USD,2018-06-15T20:38:49.986000Z,buy,6493.78000000,0.13049017,6096133875,6493.77,6493.78,6694.56000000,6445.00000000,7332.51368479,239341.03265142,6655.01000000
ticker,44878611,BTC-USD,2018-06-15T20:38:50.517000Z,buy,6493.78000000,0.46950000,6096134161,6493.77,6493.78,6694.56000000,6445.00000000,7332.98318479,239341.50215142,6655.01000000
ticker,44878614,BTC-USD,2018-06-15T20:38:51.305000Z,buy,6495.14000000,0.00174338,6096134373,6495.13,6495.14,6694.56000000,6445.00000000,7332.98492817,239341.5038948,6655.01000000
ticker,44878615,BTC-USD,2018-06-15T20:38:51.664000Z,buy,6495.14000000,0.00000662,6096134440,6495.13,6495.14,6694.56000000,6445.00000000,7332.98493479,239341.50390142,6655.01000000
ticker,44878617,BTC-USD,2018-06-15T20:38:51.664000Z,buy,6495.14000000,0.04392338,6096134444,6495.13,6495.14,6694.56000000,6445.00000000,7333.02885817,239341.5478248,6655.01000000
ticker,44878619,BTC-USD,2018-06-15T20:38:51.688000Z,buy,6495.14000000,0.00190000,6096134472,6495.13,6495.37,6694.56000000,6445.00000000,7333.03075817,239341.5497248,6655.01000000
ticker,44878620,BTC-USD,2018-06-15T20:38:52.139000Z,buy,6497.75000000,0.07700000,6096134686,6497.74,6497.75,6694.56000000,6445.00000000,7333.10775817,239341.6267248,6655.01000000
ticker,44878621,BTC-USD,2018-06-15T20:38:52.160000Z,buy,6497.75000000,0.92300000,6096134700,6497.74,6497.75,6694.56000000,6445.00000000,7334.03075817,239342.5497248,6655.01000000
ticker,44878622,BTC-USD,2018-06-15T20:38:52.176000Z,buy,6497.75000000,0.00700000,6096134708,6497.74,6497.76,6694.56000000,6445.00000000,7334.03775817,239342.5567248,6655.01000000
ticker,44878623,BTC-USD,2018-06-15T20:38:52.861000Z,buy,6498.00000000,0.64900000,6096134975,6497.99,6499,6694.56000000,6445.00000000,7334.68675817,239343.2057248,6655.01000000
ticker,44878626,BTC-USD,2018-06-15T20:38:53.235000Z,buy,6499.00000000,0.00199523,6096135150,6498.99,6499,6694.56000000,6445.00000000,7334.6887534,239343.20772003,6655.01000000
ticker,44878628,BTC-USD,2018-06-15T20:38:53.266000Z,buy,6499.00000000,0.00191000,6096135174,6498.99,6499.35,6694.56000000,6445.00000000,7334.6906634,239343.20963003,6655.01000000
ticker,44878629,BTC-USD,2018-06-15T20:38:53.619000Z,buy,6499.35000000,0.60000000,6096135345,6499.34,6499.94,6694.56000000,6445.00000000,7335.2906634,239343.80963003,6655.01000000
ticker,44878630,BTC-USD,2018-06-15T20:38:54.157000Z,buy,6499.95000000,0.00610000,6096135688,6499.94,6499.95,6694.56000000,6445.00000000,7335.2967634,239343.81573003,6655.01000000
ticker,44878632,BTC-USD,2018-06-15T20:38:54.180000Z,buy,6499.95000000,0.00610000,6096135704,6499.94,6499.95,6694.56000000,6445.00000000,7335.3028634,239343.82183003,6655.01000000
ticker,44878635,BTC-USD,2018-06-15T20:38:54.553000Z,buy,6499.95000000,0.50000000,6096135855,6499.98,6499.99,6694.56000000,6445.00000000,7335.8028634,239344.32183003,6655.01000000
ticker,44878636,BTC-USD,2018-06-15T20:39:02.594000Z,sell,6499.99000000,0.35530000,6096137140,6499.99,6500,6694.56000000,6445.00000000,7336.1581634,239344.67713003,6655.01000000
ticker,44878639,BTC-USD,2018-06-15T20:39:08.683000Z,buy,6500.00000000,0.00600000,6096138375,6499.99,6500,6694.56000000,6445.00000000,7336.1641634,239344.68313003,6655.01000000
ticker,44878645,BTC-USD,2018-06-15T20:39:08.683000Z,buy,6501.37000000,0.04850000,6096138388,6499.99,6503.88,6694.56000000,6445.00000000,7336.2126634,239344.73163003,6655.01000000
ticker,44878646,BTC-USD,2018-06-15T20:39:08.683000Z,buy,6503.88000000,0.38926417,6096138390,6503.87,6503.88,6694.56000000,6445.00000000,7336.60192757,239345.1208942,6655.01000000
ticker,44878647,BTC-USD,2018-06-15T20:39:08.995000Z,buy,6503.88000000,0.01943583,6096138591,6503.87,6503.88,6694.56000000,6445.00000000,7336.6213634,239345.14033003,6655.01000000
ticker,44878648,BTC-USD,2018-06-15T20:39:08.995000Z,buy,6503.88000000,0.11317640,6096138593,6503.87,6503.88,6694.56000000,6445.00000000,7336.7345398,239345.25350643,6655.01000000
ticker,44878649,BTC-USD,2018-06-15T20:39:09.714000Z,buy,6503.88000000,0.50574611,6096138742,6503.87,6503.88,6694.56000000,6445.00000000,7337.24028591,239345.75925254,6655.01000000
ticker,44878650,BTC-USD,2018-06-15T20:39:15.230000Z,buy,6503.88000000,0.14330000,6096139172,6503.87,6503.88,6694.56000000,6445.00000000,7336.10146401,239347.94780024,6655.01000000
ticker,44878651,BTC-USD,2018-06-15T20:39:27.073000Z,buy,6503.88000000,0.03550000,6096141594,6503.87,6503.88,6694.56000000,6445.00000000,7336.13696401,239347.98330024,6655.01000000
ticker,44878653,BTC-USD,2018-06-15T20:39:28.928000Z,buy,6503.88000000,0.00195000,6096142175,6503.88,6503.89,6694.56000000,6445.00000000,7336.13891401,239347.98525024,6655.01000000
ticker,44878654,BTC-USD,2018-06-15T20:39:29.266000Z,buy,6503.89000000,0.00369293,6096142329,6503.88,6503.89,6694.56000000,6445.00000000,7336.14260694,239347.98894317,6655.01000000
ticker,44878655,BTC-USD,2018-06-15T20:39:29.266000Z,buy,6503.89000000,0.02999707,6096142331,6503.88,6503.89,6694.56000000,6445.00000000,7336.17260401,239348.01894024,6655.01000000
ticker,44878657,BTC-USD,2018-06-15T20:39:29.310000Z,buy,6503.89000000,0.00200000,6096142346,6503.88,6505.55,6694.56000000,6445.00000000,7336.17460401,239348.02094024,6655.01000000
ticker,44878659,BTC-USD,2018-06-15T20:39:29.454000Z,buy,6505.55000000,0.00368482,6096142485,6505.54,6505.55,6694.56000000,6445.00000000,7336.17828883,239348.02462506,6655.01000000
ticker,44878660,BTC-USD,2018-06-15T20:39:29.477000Z,buy,6505.55000000,0.00000626,6096142497,6506.96,6506.97,6694.56000000,6445.00000000,7336.17829509,239348.02463132,6655.01000000
ticker,44878661,BTC-USD,2018-06-15T20:39:29.736000Z,buy,6506.97000000,0.04100000,6096142735,6506.96,6506.97,6694.56000000,6445.00000000,7336.21929509,239348.06563132,6655.01000000
ticker,44878662,BTC-USD,2018-06-15T20:39:30.183000Z,buy,6506.97000000,0.00116000,6096142933,6506.96,6507.35,6694.56000000,6445.00000000,7336.22045509,239348.06679132,6655.01000000
ticker,44878664,BTC-USD,2018-06-15T20:39:30.666000Z,buy,6507.35000000,0.00111000,6096143233,6509.99,6510,6694.56000000,6445.00000000,7336.22156509,239348.06790132,6655.01000000
ticker,44878665,BTC-USD,2018-06-15T20:39:31.747000Z,buy,6510.00000000,0.00100000,6096143807,6509.99,6510,6694.56000000,6445.00000000,7336.22256509,239348.06890132,6655.01000000
ticker,44878667,BTC-USD,2018-06-15T20:39:31.747000Z,buy,6510.00000000,0.00192076,6096143811,6509.99,6510,6694.56000000,6445.00000000,7336.22448585,239348.07082208,6655.01000000
ticker,44878669,BTC-USD,2018-06-15T20:39:32.343000Z,buy,6510.33000000,0.08559076,6096144043,6509.99,6510.33,6694.56000000,6445.00000000,7336.31007661,239348.15641284,6655.01000000
ticker,44878670,BTC-USD,2018-06-15T20:39:32.378000Z,buy,6510.33000000,0.00000924,6096144074,6510.32,6511.87,6694.56000000,6445.00000000,7336.31008585,239348.15642208,6655.01000000
ticker,44878671,BTC-USD,2018-06-15T20:39:35.504000Z,buy,6512.50000000,0.00230000,6096144892,6512.49,6512.5,6694.56000000,6445.00000000,7336.31238585,239348.15872208,6655.01000000
ticker,44878673,BTC-USD,2018-06-15T20:39:35.504000Z,buy,6512.50000000,0.00102261,6096144896,6512.49,6512.5,6694.56000000,6445.00000000,7336.31340846,239348.15974469,6655.01000000
ticker,44878675,BTC-USD,2018-06-15T20:39:36.241000Z,buy,6513.73000000,0.00200000,6096145191,6512.49,6514.79,6694.56000000,6445.00000000,7336.31540846,239348.16174469,6655.01000000
ticker,44878679,BTC-USD,2018-06-15T20:39:36.241000Z,buy,6515.43000000,0.01591316,6096145199,6512.49,6515.43,6694.56000000,6445.00000000,7336.33132162,239348.17765785,6655.01000000
ticker,44878681,BTC-USD,2018-06-15T20:39:36.577000Z,buy,6515.43000000,0.00170000,6096145492,6515.42,6516.41,6694.56000000,6445.00000000,7336.33302162,239348.17935785,6655.01000000
ticker,44878684,BTC-USD,2018-06-15T20:39:37.027000Z,buy,6516.41000000,0.00700000,6096145765,6516.86,6516.87,6694.56000000,6445.00000000,7336.34002162,239348.18635785,6655.01000000
ticker,44878685,BTC-USD,2018-06-15T20:39:37.456000Z,buy,6516.87000000,0.14480000,6096145901,6516.86,6516.87,6694.56000000,6445.00000000,7336.48482162,239348.33115785,6655.01000000
ticker,44878686,BTC-USD,2018-06-15T20:39:37.518000Z,buy,6516.87000000,0.14480000,6096145933,6516.86,6516.87,6694.56000000,6445.00000000,7336.62962162,239348.47595785,6655.01000000
ticker,44878687,BTC-USD,2018-06-15T20:39:37.521000Z,buy,6516.87000000,0.35520000,6096145938,6516.86,6518.45,6694.56000000,6445.00000000,7336.98482162,239348.83115785,6655.01000000
ticker,44878688,BTC-USD,2018-06-15T20:39:38.473000Z,buy,6518.45000000,0.60000000,6096146343,6518.44,6518.45,6694.56000000,6445.00000000,7337.58482162,239349.43115785,6655.01000000
ticker,44878689,BTC-USD,2018-06-15T20:39:38.473000Z,buy,6518.45000000,0.25000000,6096146345,6518.44,6518.45,6694.56000000,6445.00000000,7337.83482162,239349.68115785,6655.01000000
ticker,44878690,BTC-USD,2018-06-15T20:39:38.484000Z,buy,6518.45000000,0.00700000,6096146349,6518.44,6518.51,6694.56000000,6445.00000000,7337.84182162,239349.68815785,6655.01000000
ticker,44878694,BTC-USD,2018-06-15T20:39:38.484000Z,buy,6519.73000000,0.00100000,6096146357,6518.44,6520,6694.56000000,6445.00000000,7337.84282162,239349.68915785,6655.01000000
ticker,44878695,BTC-USD,2018-06-15T20:39:38.484000Z,buy,6520.00000000,0.00041629,6096146359,6518.44,6520,6694.56000000,6445.00000000,7337.84323791,239349.68957414,6655.01000000
ticker,44878696,BTC-USD,2018-06-15T20:39:39.692000Z,buy,6520.00000000,0.00058371,6096146870,6519.99,6520,6694.56000000,6445.00000000,7337.84382162,239349.69015785,6655.01000000
ticker,44878698,BTC-USD,2018-06-15T20:39:39.692000Z,buy,6520.00000000,0.00699629,6096146874,6519.99,6520,6694.56000000,6445.00000000,7337.85081791,239349.69715414,6655.01000000
ticker,44878699,BTC-USD,2018-06-15T20:39:40.212000Z,sell,6522.89000000,1.00000000,6096147232,6522.89,6522.9,6694.56000000,6445.00000000,7338.85081791,239350.69715414,6655.01000000
ticker,44878700,BTC-USD,2018-06-15T20:39:40.223000Z,sell,6522.89000000,1.00000000,6096147239,6522.89,6522.9,6694.56000000,6445.00000000,7339.85081791,239351.69715414,6655.01000000
ticker,44878704,BTC-USD,2018-06-15T20:39:40.489000Z,sell,6522.89000000,0.70000000,6096147356,6522.89,6522.9,6694.56000000,6445.00000000,7340.55081791,239352.39715414,6655.01000000
ticker,44878705,BTC-USD,2018-06-15T20:39:48.103000Z,buy,6522.90000000,0.00700000,6096149772,6522.89,6522.9,6694.56000000,6445.00000000,7340.55781791,239352.40415414,6655.01000000
ticker,44878711,BTC-USD,2018-06-15T20:39:48.103000Z,buy,6525.00000000,0.10038917,6096149784,6522.89,6525,6694.56000000,6445.00000000,7340.65820708,239352.50454331,6655.01000000
